4, 4, 282, 126, 145, 151
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 4, 590, 394, 439, 167
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
8, 4, 963, 212, 189, 87
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
7, 1, 1150, 475, -75, 222
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
7, 6, 1300, 601, 154, -143
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
7, 3, 1538, 323, -117, -90
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 1626, 450, 70, 354
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 1345, 844, -271, -86
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 760, 762, -226, -114
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 335, 591, 78, -82
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 463, 407, 75, -95
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 724, 256, 205, 105
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 1179, 137, -389, 12
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 489, 221, 81, 74
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 696, 338, -151, 64
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
4, 3, 749, 861, 165, -174
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
1, 6
